484
-9500	-9500	46.9787252530207
-6500	-9500	10.8547048022576
-3500	-9500	1.93664283556708
-500	-9500	0.266806113992653
2500	-9500	0.0283828988169194
5500	-9500	0.00233148406169162
8500	-9500	0.000147884593417942
11500	-9500	7.24317980123238e-06
14500	-9500	2.73956286106514e-07
17500	-9500	8.02071231342061e-09
20500	-9500	2.00489873379423e-10
23500	-9500	2.19720775651278e-11
26500	-9500	1.72077982483054e-11
29500	-9500	1.52192895053110e-11
32500	-9500	1.31232698256328e-11
35500	-9500	1.10062223951699e-11
38500	-9500	8.97781989527241e-12
-24500	-6500	1348.81284151113
-21500	-6500	1135.25871282151
-18500	-6500	737.823906386262
-15500	-6500	370.275800354855
-12500	-6500	143.487035625012
-9500	-6500	42.9353220534562
-6500	-6500	9.92045322623061
-3500	-6500	1.76995828279958
-500	-6500	0.243842428751203
2500	-6500	0.0259400172135892
5500	-6500	0.00213081694017520
8500	-6500	0.000135157362884552
11500	-6500	6.62083742596590e-06
14500	-6500	2.51466708913412e-07
17500	-6500	8.40985320351979e-09
20500	-6500	1.22345884142779e-09
23500	-6500	9.95022397474753e-10
26500	-6500	9.04449036465338e-10
29500	-6500	8.01843466052067e-10
32500	-6500	6.91431970069770e-10
35500	-6500	5.79890234921563e-10
38500	-6500	4.73018798938111e-10
-24500	-3500	1205.29557692422
-21500	-3500	1014.46417406478
-18500	-3500	659.317485387815
-15500	-3500	330.877472906084
-12500	-3500	128.219634392714
-9500	-3500	38.3668899016960
-6500	-3500	8.86489070669967
-3500	-3500	1.58163005202793
-500	-3500	0.217896977906687
2500	-3500	0.0231799652442871
5500	-3500	0.00190413076137374
8500	-3500	0.000120817609547251
11500	-3500	5.95967068345724e-06
14500	-3500	2.68827378505519e-07
17500	-3500	5.12258080070519e-08
20500	-3500	4.32147603299776e-08
23500	-3500	4.03671285594753e-08
26500	-3500	3.67949495743717e-08
29500	-3500	3.26220780224028e-08
32500	-3500	2.81301270796608e-08
35500	-3500	2.35921779441843e-08
38500	-3500	1.92442345185790e-08
-24500	-500	1053.08592396995
-21500	-500	886.353490894230
-18500	-500	576.056178081354
-15500	-500	289.092913225154
-12500	-500	112.027535188745
-9500	-500	33.5217627348751
-6500	-500	7.74539674113407
-3500	-500	1.38189615556294
-500	-500	0.190381007951241
2500	-500	0.0202537873704573
5500	-500	0.00166486835665723
8500	-500	0.000106851468345489
11500	-500	6.55944272504445e-06
14500	-500	1.61253984797304e-06
17500	-500	1.40972064648353e-06
20500	-500	1.35309178778472e-06
23500	-500	1.26805471099740e-06
26500	-500	1.15591202965282e-06
29500	-500	1.02482234160166e-06
32500	-500	8.83707745053535e-07
35500	-500	7.41148104840399e-07
38500	-500	6.04557492585177e-07
-24500	2500	899.626890571407
-21500	2500	757.191240177653
-18500	2500	492.111442141666
-15500	2500	246.965380642296
-12500	2500	95.7025361249906
-9500	2500	28.6368777942913
-6500	2500	6.61672910505277
-3500	2500	1.18054140874057
-500	2500	0.162660980233113
2500	2500	0.0173284097555366
5500	2500	0.00145112233564578
8500	2500	0.000122363879138624
11500	2500	3.81595927049476e-05
14500	2500	3.45420743307442e-05
17500	2500	3.40631489943687e-05
20500	2500	3.28200388200272e-05
23500	2500	3.07601851976438e-05
26500	2500	2.80399004374080e-05
29500	2500	2.48599516241118e-05
32500	2500	2.14368197359556e-05
35500	2500	1.79786342374871e-05
38500	2500	1.46652443199082e-05
-24500	5500	751.431598474439
-21500	5500	632.459366017752
-18500	5500	411.046137215138
-15500	5500	206.282972155956
-12500	5500	79.9376691493308
-9500	5500	23.9197746800238
-6500	5500	5.52705827104938
-3500	5500	0.986433972930192
-500	5500	0.136290636793183
2500	5500	0.0149574602976088
5500	5500	0.00174748165548669
8500	5500	0.000678774553384829
11500	5500	0.000635761707075617
14500	5500	0.000644027404867973
17500	5500	0.000637957593406394
20500	5500	0.000614757905524102
23500	5500	0.000576176236073341
26500	5500	0.000525221975640236
29500	5500	0.000465657606267288
32500	5500	0.000401538117019032
35500	5500	0.000336762030339167
38500	5500	0.000274698143771934
-24500	8500	613.684820343536
-21500	8500	516.522139969525
-18500	8500	335.697379512433
-15500	8500	168.470606926170
-12500	8500	65.2867502022956
-9500	8500	19.5384378179788
-6500	8500	4.51818116530202
-3500	8500	0.810790978752042
-500	8500	0.117374083311246
2500	8500	0.0191226816401401
5500	8500	0.00907484874023945
8500	8500	0.00879005584689430
11500	8500	0.00914517448682942
14500	8500	0.00931315315155126
17500	8500	0.00922720871733018
20500	8500	0.00889170837748048
23500	8500	0.00833367367540666
26500	8500	0.00759668360025125
29500	8500	0.00673515897099683
32500	8500	0.00580775018949605
35500	8500	0.00487084454157731
38500	8500	0.00397316749998619
-24500	11500	490.045978798082
-21500	11500	412.463669976929
-18500	11500	268.076898263863
-15500	11500	134.549504060345
-12500	11500	52.1626030816082
-9500	11500	15.6400195865921
-6500	11500	3.65518164653655
-3500	11500	0.704401507236493
-500	11500	0.160408981266988
2500	11500	0.0911831364031721
5500	11500	0.0912991663679010
8500	11500	0.0975342826209267
11500	11500	0.102106890132702
14500	11500	0.104013016072127
17500	11500	0.103054290117260
20500	11500	0.0993072794159568
23500	11500	0.0930748548505311
26500	11500	0.0848437617166084
29500	11500	0.0752218011081895
32500	11500	0.0648640116026355
35500	11500	0.0544001560933046
38500	11500	0.0443744263113151
-24500	14500	382.676967967519
-21500	14500	322.135541915815
-18500	14500	209.445512593610
-15500	14500	105.243774308026
-12500	14500	40.9800076164750
-9500	14500	12.5341409504239
-6500	14500	3.25368213981984
-3500	14500	1.03121570842107
-500	14500	0.688533949412604
2500	14500	0.712449587588184
5500	14500	0.781295529152112
8500	14500	0.840754115786161
11500	14500	0.880554721805532
14500	14500	0.897011372025082
17500	14500	0.888743976614716
20500	14500	0.856429638543382
23500	14500	0.802680979771406
26500	14500	0.731695729122851
29500	14500	0.648715586086807
32500	14500	0.559389627512708
35500	14500	0.469148951811522
38500	14500	0.382686688536052
-24500	17500	292.603986181321
-21500	17500	246.588730639436
-18500	17500	160.822618926714
-15500	17500	81.6000178601478
-12500	17500	32.9302040903257
-9500	17500	11.6634862047620
-6500	17500	5.07624181166273
-3500	17500	3.90706736349465
-500	17500	4.17732081586351
2500	17500	4.70099829547104
5500	17500	5.19927885331986
8500	17500	5.59856597401646
11500	17500	5.86382313028590
14500	17500	5.97342273352523
17500	17500	5.91836848551184
20500	17500	5.70317923542747
23500	17500	5.34525346940125
26500	17500	4.87254492532922
29500	17500	4.31995939180694
32500	17500	3.72511548493848
35500	17500	3.12418024786499
38500	17500	2.54840640446643
-24500	20500	220.762659466191
-21500	20500	187.414168983845
-18500	20500	124.685369189641
-15500	20500	67.1569908239625
-12500	20500	32.7555774280702
-9500	20500	19.1078066800365
-6500	20500	16.6599732448759
-3500	20500	18.4058181082401
-500	20500	21.2480831874577
2500	20500	24.1482874229127
5500	20500	26.7331553809711
8500	20500	28.7882270352775
11500	20500	30.1523267619230
14500	20500	30.7159043488854
17500	20500	30.4328104305984
20500	20500	29.3262869635666
23500	20500	27.4857988266846
26500	20500	25.0550867902242
29500	20500	22.2136397202441
32500	20500	19.1548960982511
35500	20500	16.0648302803022
38500	20500	13.1041467280788
-24500	23500	170.073921599873
-21500	23500	149.516575089977
-18500	23500	108.615480782806
-15500	23500	72.7090069546398
-12500	23500	54.9029987158477
-9500	23500	53.3804824949523
-6500	23500	60.9537314622773
-3500	23500	72.1548421082811
-500	23500	84.2396563663761
2500	23500	95.8693047805798
5500	23500	106.145220383582
8500	23500	114.306107793780
11500	23500	119.722452639988
14500	23500	121.960190179920
17500	23500	120.836141092914
20500	23500	116.442592689617
23500	23500	109.134773232726
26500	23500	99.4834180523347
29500	23500	88.2012034225013
32500	23500	76.0561937879560
35500	23500	63.7868166291355
38500	23500	52.0311630960800
-24500	26500	147.191729856529
-21500	26500	143.417621646048
-18500	26500	128.290876180328
-15500	26500	120.184955629867
-12500	26500	128.518580940757
-9500	26500	151.750408729510
-6500	26500	184.130402762606
-3500	26500	220.734297129100
-500	26500	258.209560313488
2500	26500	293.926306757230
5500	26500	325.438679034457
8500	26500	350.460361685596
11500	26500	367.066809847204
14500	26500	373.927673266232
17500	26500	370.481359752169
20500	26500	357.010822116345
23500	26500	334.605183664687
26500	26500	305.014308299404
29500	26500	270.423248213454
32500	26500	233.186874700215
35500	26500	195.569192672106
38500	26500	159.526577719872
-24500	29500	158.916778502258
-21500	29500	179.993464651974
-18500	29500	200.034756775382
-15500	29500	232.497512979645
-12500	29500	284.098804830220
-9500	29500	353.230436086845
-6500	29500	434.528792992318
-3500	29500	522.332793876397
-500	29500	611.268777900025
2500	29500	695.857679215200
5500	29500	770.465579548824
8500	29500	829.703909938701
11500	29500	869.019173866696
14500	29500	885.262054005735
17500	29500	877.103014743122
20500	29500	845.211938824656
23500	29500	792.167291595023
26500	29500	722.111821033238
29500	29500	640.218569764460
32500	29500	552.062621814881
35500	29500	463.003937899954
38500	29500	377.674175951838
-24500	32500	199.756156597864
-21500	32500	252.655995022561
-18500	32500	316.036001378185
-15500	32500	400.112617993229
-12500	32500	509.704894768185
-9500	32500	642.850070995826
-6500	32500	793.692767384489
-3500	32500	954.755330120305
-500	32500	1117.44152518678
2500	32500	1272.09280917752
5500	32500	1408.48480627289
8500	32500	1516.77828812663
11500	32500	1588.65036868124
14500	32500	1618.34391132909
17500	32500	1603.42840530593
20500	32500	1545.12846089403
23500	32500	1448.15775997545
26500	32500	1320.08964305218
29500	32500	1170.38092802090
32500	32500	1009.22340300604
35500	32500	846.415590094556
38500	32500	690.424604057741
-24500	35500	241.747156655033
-21500	35500	322.790428939252
-18500	35500	424.112038081692
-15500	35500	553.757713235080
-12500	35500	715.223147616517
-9500	35500	906.170839898908
-6500	35500	1120.08610187745
-3500	35500	1347.68618537377
-500	35500	1577.38061900793
2500	35500	1795.69389966971
5500	35500	1988.22646039783
8500	35500	2141.09431944109
11500	35500	2242.54943038986
14500	35500	2284.46503294887
17500	35500	2263.41020541283
20500	35500	2181.11361597990
23500	35500	2044.22912936430
26500	35500	1863.44732340842
29500	35500	1652.11750517658
32500	35500	1424.62647059675
35500	35500	1194.80587864177
38500	35500	974.607964859144
-24500	38500	247.727183498409
-21500	38500	338.562894074305
-18500	38500	453.653122399187
-15500	38500	599.267105578086
-12500	38500	777.918180153640
-9500	38500	987.228339841968
-6500	38500	1220.78321686001
-3500	38500	1468.96375253725
-500	38500	1719.34964813413
2500	38500	1957.31472851367
5500	38500	2167.17642902955
8500	38500	2333.80315777473
11500	38500	2444.38972069935
14500	38500	2490.07793020503
17500	38500	2467.12806640358
20500	38500	2377.42438605720
23500	38500	2228.21963387531
26500	38500	2031.16659139000
29500	38500	1800.81606783889
32500	38500	1552.84974033675
35500	38500	1302.34418403339
38500	38500	1062.32739345893
